产品名称,旅游方式,供应商,等级,景点个数,交通,用餐,自由活动,五分,四分,三分,总评价,出游人数,评价人数,出发地,最低报价,周日报价,周一报价,周二报价,周三报价,周四报价,周五报价,周六报价,跟团地点,旅游线路
洛杉矶+拉斯维加斯8日7晚跟团游(3钻)·大峡谷主题乐园逍遥游【洛杉矶免费接送机】,跟团游,供应商：纳美旅行,7晚3钻,共24个景点，包含15个经典景点：,行车时长27小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,5999,￥5999起,￥5999起,￥5999起,￥5999起,￥5999起,￥5999起,￥5999起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+黄石国家公园+洛杉矶+塔霍湖+纳帕10日9晚跟团游(3钻)·【自由行+入住黄石小木屋+主题乐园门票】,跟团游,供应商：纳美旅行,"7晚3钻,2晚4钻",共22个景点，包含16个经典景点：,行车时长18小时,暂无用餐信息,自由活动1次,,,,,,,旧金山,6636,￥6636起,￥6636起,￥6636起,￥6636起,￥6636起,￥6636起,￥6636起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+黄石国家公园+洛杉矶+塔霍湖+纳帕7日6晚跟团游(3钻)·东南双峡高级团【旧金山出发+入住小木屋】,跟团游,供应商：纳美旅行,"5晚3钻,1晚4钻",共14个景点，包含11个经典景点：,行车时长12小时,暂无用餐信息,暂无自由活动信息,,,,,,,旧金山,4080,￥4080起,￥4080起,￥4080起,￥4080起,￥4080起,￥4080起,￥4080起,目的地跟团,西海岸
美国旧金山+黄石国家公园+拉斯维加斯+塔霍湖9日8晚跟团游(3钻)·【免费接机+入住黄石小木屋+主题乐园门票】,跟团游,供应商：纳美旅行,"2晚4钻,6晚3钻",共21个景点，包含14个经典景点：,行车时长16小时,暂无用餐信息,自由活动1次,,,,,,,旧金山,6353,￥6353起,￥6353起,￥6353起,￥6353起,￥6353起,￥6353起,￥6353起,目的地跟团,西海岸
美国洛杉矶+圣乔治+布莱斯峡谷国家公园+盐湖城+大提顿国家公园+黄石国家公园+拉斯维加斯+大峡谷西峡+旧金山+优胜美地国家公园12日11晚跟团游(3钻)·黄石两天【黄石小木屋+主题乐园门票】,跟团游,供应商：纳美旅行,"9晚3钻,2晚4钻",共32个景点，包含22个经典景点：,行车时长6小时,暂无用餐信息,暂无自由活动信息,,,,,,,洛杉矶,6885,,,￥7773起,￥7773起,￥7773起,￥7773起,,目的地跟团,西海岸
美国洛杉矶+圣乔治+布莱斯峡谷国家公园+盐湖城+大提顿国家公园+黄石国家公园+拉斯维加斯+大峡谷西峡9日8晚跟团游(3钻)·黄石两晚升级团【免费接机+黄石小木屋】,跟团游,供应商：纳美旅行,"6晚3钻,2晚4钻",共20个景点，包含12个经典景点：,行车时长2小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,4520,,￥5102起,￥4520起,￥4520起,￥5102起,,,目的地跟团,西海岸
美国旧金山+优胜美地国家公园+黄石国家公园+盐湖城+洛杉矶+大提顿国家公园+圣乔治12日11晚跟团游(3钻)·黄石两晚【黄石小木屋+主题乐园门票】,跟团游,供应商：纳美旅行,"9晚3钻,2晚4钻",共28个景点，包含17个经典景点：,行车时长4小时,暂无用餐信息,自由活动1次,,,,,,,旧金山,7237,￥8171起,￥8171起,￥8171起,,,￥8171起,￥8171起,目的地跟团,西海岸
拉斯维加斯+洛杉矶+旧金山6日5晚跟团游(3钻)·玻璃桥马蹄湾【免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,5晚3钻,共13个景点，包含13个经典景点：,行车时长17小时,暂无用餐信息,自由活动1次,,,,,,,拉斯维加斯,2318,￥2318起,￥2318起,￥2318起,￥2318起,￥2318起,￥2318起,￥2318起,目的地跟团,西海岸
洛杉矶+旧金山+拉斯维加斯9日8晚跟团游(3钻)·优胜美地【免费接送机+主题公园门票】,跟团游,供应商：纳美旅行,7晚3钻,共22个景点，包含19个经典景点：,行车时长27小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,4299,￥4299起,￥4299起,￥4299起,￥4299起,￥4299起,￥4299起,￥4299起,目的地跟团,西海岸
美国旧金山+洛杉矶4日3晚跟团游(3钻)·【旧金山免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,3晚3钻,共7个景点，包含7个经典景点：,行车时长17小时,暂无用餐信息,自由活动1次,,,,,,,旧金山,3058,￥3277起,￥3277起,￥3277起,￥3277起,￥3277起,￥3277起,￥3277起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+洛杉矶8日7晚跟团游(3钻)·【旧金山免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,7晚3钻,共17个景点，包含13个经典景点：,行车时长27小时,暂无用餐信息,自由活动1次,,,,,,,旧金山,5500,￥5893起,￥5893起,￥5893起,￥5893起,￥5893起,￥5893起,￥5893起,目的地跟团,西海岸
洛杉矶+拉斯维加斯+圣乔治+布莱斯峡谷国家公园+黄石国家公园6日5晚跟团游·包伟湖+羚羊峡谷【免费接机】,跟团游,供应商：纳美旅行,5晚3钻,共15个景点，包含8个经典景点：,行车时长10小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,3261,,,￥3946起,￥3946起,,￥3926起,￥3770起,目的地跟团,西海岸
洛杉矶+拉斯维加斯+圣乔治+盐湖城+旧金山+黄石国家公园11日10晚跟团游(3钻)·【洛杉矶进出+主题乐园门票】,跟团游,供应商：纳美旅行,9晚3钻,共36个景点，包含20个经典景点：,行车时长29小时,暂无用餐信息,暂无自由活动信息,,,,,,,洛杉矶,5778,￥6988起,,,￥6988起,￥6970起,,￥6988起,目的地跟团,西海岸
洛杉矶+拉斯维加斯+黄石国家公园+旧金山11日10晚跟团游(3钻)·大峡谷玻璃桥+金门大桥【洛杉矶免费接机】,跟团游,供应商：纳美旅行,10晚3钻,共22个景点，包含15个经典景点：,行车时长20小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,5760,￥5760起,,￥5760起,￥5760起,￥5760起,￥5760起,￥5760起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+黄石国家公园+大峡谷国家公园+洛杉矶+盐湖城+圣乔治9日8晚跟团游(3钻)·【洛杉矶免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,8晚3钻,共22个景点，包含15个经典景点：,行车时长29小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,5437,,￥5437起,￥5437起,,￥5437起,￥5437起,￥5437起,目的地跟团,西海岸
美国洛杉矶+圣乔治+盐湖城+拉斯维加斯+大峡谷西峡8日7晚跟团游(3钻)·拱门普沃-黄石公园【洛杉矶出发+西南巨环】,跟团游,供应商：纳美旅行,7晚3钻,共21个景点，包含12个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,洛杉矶,3260,,,,￥3576起,￥3576起,,,目的地跟团,西海岸
丹佛+盐湖城+大提顿国家公园+大峡谷国家公园+风洞国家公园9日8晚跟团游·总统山+主题乐园【丹佛接机+主题乐园门票】,跟团游,供应商：纳美旅行,8晚3钻,共15个景点，包含12个经典景点：,行车时长10小时,暂无用餐信息,自由活动1次,,,,,,,丹佛,4871,￥5633起,,,￥5893起,,,￥5874起,目的地跟团,西海岸
丹佛+黄石国家公园+大提顿国家公园+盐湖城+拉斯维加斯+大峡谷国家公园11日10晚跟团游(3钻)·总统山+主题乐园【丹佛接机+主题乐园门票】,跟团游,供应商：纳美旅行,10晚3钻,共17个景点，包含14个经典景点：,行车时长23小时,暂无用餐信息,自由活动2次,,,,,,,丹佛,7262,￥7781起,,,￥7781起,,,￥7781起,目的地跟团,西海岸
旧金山+拉斯维加斯+丹佛+黄石国家公园+大峡谷西峡+洛杉矶+布莱斯峡谷国家公园12日11晚跟团游(3钻)·羚羊峡谷+拱门【旧金山免费接机】,跟团游,供应商：纳美旅行,11晚3钻,共20个景点，包含15个经典景点：,行车时长13小时,暂无用餐信息,自由活动1次,,,,,,,旧金山,5476,￥6602起,￥6624起,￥6591起,,,￥6331起,,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+旧金山8日7晚跟团游(3钻)·大峡谷【洛杉矶免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,7晚3钻,共17个景点，包含14个经典景点：,行车时长27小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,3666,￥4018起,￥4018起,￥4018起,￥4018起,￥4018起,￥4018起,￥4018起,目的地跟团,西海岸
拉斯维加斯+洛杉矶+大峡谷国家公园5日4晚跟团游(3钻)·大峡谷【LAS免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,4晚3钻,共17个景点，包含12个经典景点：,行车时长15小时,暂无用餐信息,自由活动1次,,,,,,,拉斯维加斯,3625,￥3625起,￥3625起,￥3625起,￥3625起,￥3625起,￥3625起,￥3625起,目的地跟团,西海岸
洛杉矶+旧金山+黄石国家公园+盐湖城+拉斯维加斯+塔霍湖10日9晚跟团游(3钻)·东南峡谷【自由行+小木屋+免费接送机】,跟团游,供应商：纳美旅行,"6晚3钻,3晚4钻",共16个景点，包含12个经典景点：,行车时长44小时,暂无用餐信息,自由活动2次,,,,,,,洛杉矶,4570,￥5528起,￥5528起,￥5510起,￥5283起,￥5528起,￥5528起,￥5500起,目的地跟团,西海岸
洛杉矶+拉斯维加斯+圣乔治+布莱斯峡谷国家公园+黄石国家公园5日4晚跟团游(3钻)·包伟湖+羚羊峡谷【洛杉矶出发】,跟团游,供应商：纳美旅行,4晚3钻,共15个景点，包含8个经典景点：,行车时长8小时,暂无用餐信息,暂无自由活动信息,,,,,,,洛杉矶,2859,￥3460起,,,￥3450起,￥3450起,,￥3460起,目的地跟团,西海岸
美国洛杉矶+圣乔治+盐湖城+拉斯维加斯11日10晚跟团游(3钻)·拱门+西南巨环【免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,10晚3钻,共26个景点，包含16个经典景点：,行车时长15小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,6230,￥7204起,￥7536起,￥7536起,￥7513起,,,,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+旧金山10日9晚跟团游(3钻)·大峡谷【洛杉矶免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,9晚3钻,共29个景点，包含20个经典景点：,行车时长31小时,暂无用餐信息,自由活动1次,,,,,,,,,,,,,,,,目的地跟团,西海岸
洛杉矶+旧金山+黄石国家公园+盐湖城+拉斯维加斯+塔霍湖11日10晚跟团游(3钻)·【免费接机+自由行+小木屋+主题乐园门票】,跟团游,供应商：纳美旅行,"7晚3钻,3晚4钻",共22个景点，包含15个经典景点：,行车时长46小时,暂无用餐信息,自由活动2次,,,,,,,洛杉矶,5979,￥7233起,￥7233起,￥7233起,￥7210起,￥7197起,￥7233起,￥6913起,目的地跟团,西海岸
洛杉矶+旧金山+黄石国家公园+盐湖城+拉斯维加斯+塔霍湖8日7晚跟团游(3钻)·纳帕+峡谷升级团【洛杉矶出发+入住小木屋】,跟团游,供应商：纳美旅行,"2晚4钻,5晚3钻",共16个景点，包含12个经典景点：,行车时长14小时,暂无用餐信息,暂无自由活动信息,,,,,,,洛杉矶,3815,￥4615起,￥4615起,￥4600起,￥4592起,￥4615起,￥4411起,￥4615起,目的地跟团,西海岸
美国旧金山+黄石国家公园+拉斯维加斯+塔霍湖10日9晚跟团游(3钻)·免费接机+自由行+黄石小木屋+主题乐园门票,跟团游,供应商：纳美旅行,"3晚4钻,6晚3钻",共21个景点，包含14个经典景点：,行车时长31小时,暂无用餐信息,自由活动2次,,,,,,,旧金山,6580,￥6580起,￥6580起,￥6580起,￥6580起,￥6580起,￥6580起,￥6580起,目的地跟团,西海岸
美国洛杉矶+圣乔治+布莱斯峡谷国家公园+盐湖城+大提顿国家公园+黄石国家公园+拉斯维加斯+大峡谷西峡+旧金山+优胜美地国家公园13日12晚跟团游(3钻)·黄石两天【黄石小木屋+主题乐园门票】,跟团游,供应商：纳美旅行,"10晚3钻,2晚4钻",共36个景点，包含26个经典景点：,行车时长8小时,暂无用餐信息,暂无自由活动信息,,,,,,,洛杉矶,8294,,,￥9365起,￥9365起,￥9365起,￥9365起,,目的地跟团,西海岸
美国盐湖城+大提顿国家公园+黄石国家公园+拉斯维加斯+大峡谷西峡7日6晚跟团游(3钻)·黄石两晚升级团【盐湖城出发+黄石小木屋】,跟团游,供应商：纳美旅行,"3晚4钻,3晚3钻",共17个景点，包含9个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,盐湖城,3765,,,,￥4250起,￥4250起,￥4250起,￥4250起,目的地跟团,西海岸
美国旧金山+优胜美地国家公园+黄石国家公园+盐湖城+洛杉矶+大提顿国家公园+圣乔治11日10晚跟团游(3钻)·黄石两晚【旧金山免费接送机+黄石小木屋】,跟团游,供应商：纳美旅行,"8晚3钻,2晚4钻",共24个景点，包含15个经典景点：,行车时长4小时,暂无用餐信息,自由活动1次,,,,,,,旧金山,5828,￥6580起,￥6580起,￥6580起,,,,￥6580起,目的地跟团,西海岸
拉斯维加斯+洛杉矶+旧金山8日7晚跟团游(3钻)·大峡谷【LAS免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,7晚3钻,共19个景点，包含17个经典景点：,行车时长12小时,暂无用餐信息,自由活动1次,,,,,,,拉斯维加斯,4023,￥4023起,￥4023起,￥4023起,￥4023起,￥4023起,￥4023起,￥4023起,目的地跟团,西海岸
美国洛杉矶+旧金山+拉斯维加斯11日10晚跟团游(3钻)·大峡谷【洛杉矶免费接送机+主题乐园门票】,跟团游,供应商：纳美旅行,10晚3钻,共30个景点，包含22个经典景点：,行车时长33小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,7319,￥7666起,￥7495起,￥7666起,￥7816起,￥7666起,￥7803起,￥7666起,目的地跟团,西海岸
美国盐湖城+黄石国家公园+拉斯维加斯+美利坚峡谷+洛杉矶6日5晚跟团游(3钻)·疯狂游【盐湖城自行前往酒店】,跟团游,供应商：纳美旅行,4晚3钻,共14个景点，包含8个经典景点：,行车时长19小时,暂无用餐信息,自由活动1次,,,,,,,盐湖城,2959,,￥3580起,,,￥3580起,￥3420起,,目的地跟团,西海岸
拉斯维加斯+洛杉矶+大峡谷国家公园7日6晚跟团游(3钻)·玻璃桥【LAS免费接送机+主题公园门票】,跟团游,供应商：纳美旅行,6晚3钻,共23个景点，包含14个经典景点：,行车时长23小时,暂无用餐信息,自由活动1次,,,,,,,拉斯维加斯,5388,￥5388起,￥5388起,￥5388起,￥5388起,￥5388起,￥5388起,￥5388起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+大峡谷国家公园6日5晚跟团游(3钻)·玻璃桥主题乐园精华游【洛杉矶免费接送机】,跟团游,供应商：纳美旅行,5晚3钻,共19个景点，包含12个经典景点：,行车时长41小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,4169,￥4169起,￥4169起,￥4169起,￥4169起,￥4169起,￥4169起,￥4169起,目的地跟团,西海岸
洛杉矶+拉斯维加斯5日4晚跟团游(3钻)·大峡谷+玻璃桥逍遥游【洛杉机免费接送机】,跟团游,供应商：纳美旅行,4晚3钻,共8个景点，包含7个经典景点：,行车时长21小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,1369,￥1369起,￥1369起,￥1369起,￥1369起,￥1369起,￥1369起,￥1369起,目的地跟团,西海岸
美国黄石国家公园8日跟团游(3钻)·包伟湖大峡谷玻璃桥【洛杉矶免费接送机】,跟团游,供应商：纳美旅行,7晚3钻,共21个景点，包含11个经典景点：,行车时长25小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,3518,,,￥3852起,￥3852起,,￥3852起,￥3852起,目的地跟团,西海岸
洛杉矶+拉斯维加斯+圣乔治+盐湖城+旧金山+黄石国家公园10日9晚跟团游(3钻)·大峡谷+羚羊峡谷【洛杉矶进出】,跟团游,供应商：纳美旅行,8晚3钻,共30个景点，包含16个经典景点：,行车时长27小时,暂无用餐信息,暂无自由活动信息,,,,,,,洛杉矶,4469,￥5230起,,,￥5230起,￥5230起,,￥5230起,目的地跟团,西海岸
丹佛+黄石国家公园+大提顿国家公园+盐湖城+拉斯维加斯+大峡谷国家公园10日9晚跟团游(3钻)·总统山+主题乐园【丹佛接机+主题乐园门票】,跟团游,供应商：纳美旅行,9晚3钻,共13个景点，包含11个经典景点：,行车时长23小时,暂无用餐信息,自由活动2次,,,,,,,丹佛,5123,￥5924起,,,￥6178起,,,￥6167起,目的地跟团,西海岸
丹佛+黄石国家公园+大提顿国家公园+盐湖城+拉斯维加斯+大峡谷国家公园+旧金山11日10晚跟团游(3钻)·恶地公园+总统山+魔鬼峰【丹佛免费接机】,跟团游,供应商：纳美旅行,10晚3钻,共17个景点，包含15个经典景点：,行车时长10小时,暂无用餐信息,自由活动1次,,,,,,,丹佛,5819,￥5819起,,,￥5819起,,,￥5819起,目的地跟团,西海岸
